CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
LY,383,EL AL ISRAEL AIRLINES,2024-11-12T18:15:00,2024-11-12T18:15:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
IZ,822,ARKIA  ISRAELI  AIRLINES,2024-11-12T18:35:00,2024-11-12T18:35:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,NOT FINAL,לא סופי
LY,312,EL AL ISRAEL AIRLINES,2024-11-12T18:50:00,2024-11-12T18:50:00,A,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
LY,543,EL AL ISRAEL AIRLINES,2024-11-12T19:05:00,2024-11-12T19:05:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,78-99,D,ON TIME,בזמן
HY,304,UZBEKISTAN AIR,2024-11-12T19:15:00,2024-11-12T19:15:00,D,TAS,TASHKENT,טשקנט,TASHKENT,אוזבקיסטן,UZBEKISTAN,3,50-55,B,ON TIME,בזמן
IZ,161,ARKIA  ISRAELI  AIRLINES,2024-11-12T19:15:00,2024-11-12T19:15:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,34-38,B,ON TIME,בזמן
AM,7862,AERO MEXICO,2024-11-12T19:20:00,2024-11-12T19:20:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
LY,324,EL AL ISRAEL AIRLINES,2024-11-12T19:20:00,2024-11-12T19:20:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
SK,3160,SAS,2024-11-12T19:20:00,2024-11-12T19:20:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
IZ,827,ARKIA  ISRAELI  AIRLINES,2024-11-12T19:35:00,2024-11-12T19:35:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,ON TIME,בזמן
3F,873,FLYONE ARMENIA LLC,2024-11-12T19:40:00,2024-11-12T19:40:00,A,EVN,YEREVAN,ירבאן,YEREVAN,ארמניה,ARMENIA,3,,,NOT FINAL,לא סופי
6H,584,ISRAIR AIRLINES,2024-11-12T19:50:00,2024-11-12T19:50:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
LY,5133,EL AL ISRAEL AIRLINES,2024-11-12T20:00:00,2024-11-12T20:00:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,78-99,D,ON TIME,בזמן
DL,7453,DELTA AIRLINES,2024-11-12T20:05:00,2024-11-12T20:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
LY,316,EL AL ISRAEL AIRLINES,2024-11-12T20:05:00,2024-11-12T20:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
SK,3176,SAS,2024-11-12T20:05:00,2024-11-12T20:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
VS,7494,VIRGIN ATLANTIC AIRWAYS,2024-11-12T20:05:00,2024-11-12T20:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
LY,5472,EL AL ISRAEL AIRLINES,2024-11-12T20:10:00,2024-11-12T20:10:00,A,SKG,THESSALONIKI,סלוניקי,THESSALONIKI,יוון,GREECE,3,,,NOT FINAL,לא סופי
LY,612,EL AL ISRAEL AIRLINES,2024-11-12T20:20:00,2024-11-12T20:20:00,A,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
E2,508,AIR HAIFA,2024-11-12T20:25:00,2024-11-12T20:25:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
3F,874,FLYONE ARMENIA LLC,2024-11-12T20:40:00,2024-11-12T20:40:00,D,EVN,YEREVAN,ירבאן,YEREVAN,ארמניה,ARMENIA,3,42-44,B,ON TIME,בזמן
6H,912,ISRAIR AIRLINES,2024-11-12T21:05:00,2024-11-12T21:05:00,A,ZNZ,ZANZIBAR,זנזיבר,ZANZIBAR,טנזניה,TANZANIA,3,,,NOT FINAL,לא סופי
LY,083,EL AL ISRAEL AIRLINES,2024-11-12T21:15:00,2024-11-12T21:15:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
QF,5018,QANTAS AIRWAYS,2024-11-12T21:15:00,2024-11-12T21:15:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
TG,4586,THAI AIRWAYS,2024-11-12T21:15:00,2024-11-12T21:15:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
LY,5137,EL AL ISRAEL AIRLINES,2024-11-12T21:30:00,2024-11-12T21:30:00,D,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3,78-99,D,ON TIME,בזמן
LY,084,EL AL ISRAEL AIRLINES,2024-11-12T21:55:00,2024-11-12T21:55:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
QF,5019,QANTAS AIRWAYS,2024-11-12T21:55:00,2024-11-12T21:55:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
TG,4585,THAI AIRWAYS,2024-11-12T21:55:00,2024-11-12T21:55:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
VN,3295,VIETNAM AIRLINES,2024-11-12T21:55:00,2024-11-12T21:55:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
IZ,828,ARKIA  ISRAELI  AIRLINES,2024-11-12T22:05:00,2024-11-12T22:05:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,NOT FINAL,לא סופי
LY,087,EL AL ISRAEL AIRLINES,2024-11-12T22:05:00,2024-11-12T22:05:00,D,HKT,PHUKET,פוקט,PHUKET,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
LY,092,EL AL ISRAEL AIRLINES,2024-11-12T22:05:00,2024-11-12T22:05:00,A,NRT,TOKYO INTL.-NARITA,טוקיו,TOKYO,יפן,JAPAN,3,,,NOT FINAL,לא סופי
QF,5013,QANTAS AIRWAYS,2024-11-12T22:05:00,2024-11-12T22:05:00,A,NRT,TOKYO INTL.-NARITA,טוקיו,TOKYO,יפן,JAPAN,3,,,NOT FINAL,לא סופי
TG,4580,THAI AIRWAYS,2024-11-12T22:05:00,2024-11-12T22:05:00,D,HKT,PHUKET,פוקט,PHUKET,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
LY,088,EL AL ISRAEL AIRLINES,2024-11-12T22:10:00,2024-11-12T22:10:00,A,HKT,PHUKET,פוקט,PHUKET,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
TG,4582,THAI AIRWAYS,2024-11-12T22:10:00,2024-11-12T22:10:00,A,HKT,PHUKET,פוקט,PHUKET,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
IZ,418,ARKIA  ISRAELI  AIRLINES,2024-11-12T22:20:00,2024-11-12T22:20:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
H7,457,HISKY,2024-11-12T22:30:00,2024-11-12T22:30:00,A,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,,,NOT FINAL,לא סופי
5F,447,FLYONE,2024-11-12T22:30:00,2024-11-12T22:30:00,A,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,,,NOT FINAL,לא סופי
6H,562,ISRAIR AIRLINES,2024-11-12T22:30:00,2024-11-12T22:30:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
6H,736,ISRAIR AIRLINES,2024-11-12T22:30:00,2024-11-12T22:30:00,A,KTW,KATOWICE,קטוביץ,KATOWICE,פולין,POLAND,3,,,NOT FINAL,לא סופי
6H,254,ISRAIR AIRLINES,2024-11-12T22:35:00,2024-11-12T22:35:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
LY,974,EL AL ISRAEL AIRLINES,2024-11-12T22:50:00,2024-11-12T22:50:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
LY,5134,EL AL ISRAEL AIRLINES,2024-11-12T23:10:00,2024-11-12T23:10:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
RO,155,TAROM - ROMANIAN AIR TRANSPORT,2024-11-12T23:20:00,2024-11-12T23:20:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,NOT FINAL,לא סופי
H7,458,HISKY,2024-11-12T23:30:00,2024-11-12T23:30:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,16-19,A,ON TIME,בזמן
5F,448,FLYONE,2024-11-12T23:30:00,2024-11-12T23:30:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,,,ON TIME,בזמן
6H,737,ISRAIR AIRLINES,2024-11-12T23:30:00,2024-11-12T23:30:00,D,KTW,KATOWICE,קטוביץ,KATOWICE,פולין,POLAND,3,12-15,A,ON TIME,בזמן
LY,081,EL AL ISRAEL AIRLINES,2024-11-12T23:55:00,2024-11-12T23:55:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
QF,5020,QANTAS AIRWAYS,2024-11-12T23:55:00,2024-11-12T23:55:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
TG,4584,THAI AIRWAYS,2024-11-12T23:55:00,2024-11-12T23:55:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
VN,3298,VIETNAM AIRLINES,2024-11-12T23:55:00,2024-11-12T23:55:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
B6,6481,JETBLUE AIRWAYS CORPORATION,2024-11-13T00:05:00,2024-11-13T00:05:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
DL,7441,DELTA AIRLINES,2024-11-13T00:05:00,2024-11-13T00:05:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,025,EL AL ISRAEL AIRLINES,2024-11-13T00:05:00,2024-11-13T00:05:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,572,EL AL ISRAEL AIRLINES,2024-11-13T00:15:00,2024-11-13T00:15:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,NOT FINAL,לא סופי
RO,156,TAROM - ROMANIAN AIR TRANSPORT,2024-11-13T00:20:00,2024-11-13T00:20:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,20-23,A,ON TIME,בזמן
LY,544,EL AL ISRAEL AIRLINES,2024-11-13T00:30:00,2024-11-13T00:30:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
AF,7074,AIR FRANCE,2024-11-13T00:40:00,2024-11-13T00:40:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
LY,328,EL AL ISRAEL AIRLINES,2024-11-13T00:40:00,2024-11-13T00:40:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
LY,5138,EL AL ISRAEL AIRLINES,2024-11-13T00:40:00,2024-11-13T00:40:00,A,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
SK,3162,SAS,2024-11-13T00:40:00,2024-11-13T00:40:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
AM,7869,AERO MEXICO,2024-11-13T00:45:00,2024-11-13T00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
AM,7875,AERO MEXICO,2024-11-13T00:45:00,2024-11-13T00:45:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
AR,7853,AEROLINEAS ARGENTINAS S.A.,2024-11-13T00:45:00,2024-11-13T00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
B6,6451,JETBLUE AIRWAYS CORPORATION,2024-11-13T00:45:00,2024-11-13T00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
B6,6461,JETBLUE AIRWAYS CORPORATION,2024-11-13T00:45:00,2024-11-13T00:45:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
DL,7424,DELTA AIRLINES,2024-11-13T00:45:00,2024-11-13T00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
DL,7428,DELTA AIRLINES,2024-11-13T00:45:00,2024-11-13T00:45:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,001,EL AL ISRAEL AIRLINES,2024-11-13T00:45:00,2024-11-13T00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,005,EL AL ISRAEL AIRLINES,2024-11-13T00:45:00,2024-11-13T00:45:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,5110,EL AL ISRAEL AIRLINES,2024-11-13T00:55:00,2024-11-13T00:55:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
AR,7851,AEROLINEAS ARGENTINAS S.A.,2024-11-13T01:00:00,2024-11-13T01:00:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
B6,6467,JETBLUE AIRWAYS CORPORATION,2024-11-13T01:00:00,2024-11-13T01:00:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
B6,6483,JETBLUE AIRWAYS CORPORATION,2024-11-13T01:00:00,2024-11-13T01:00:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
DL,7437,DELTA AIRLINES,2024-11-13T01:00:00,2024-11-13T01:00:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
DL,7443,DELTA AIRLINES,2024-11-13T01:00:00,2024-11-13T01:00:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,017,EL AL ISRAEL AIRLINES,2024-11-13T01:00:00,2024-11-13T01:00:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,027,EL AL ISRAEL AIRLINES,2024-11-13T01:00:00,2024-11-13T01:00:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,376,EL AL ISRAEL AIRLINES,2024-11-13T02:30:00,2024-11-13T02:30:00,A,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,,,NOT FINAL,לא סופי
LY,384,EL AL ISRAEL AIRLINES,2024-11-13T02:30:00,2024-11-13T02:30:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
TP,8913,AIR PORTUGAL,2024-11-13T02:30:00,2024-11-13T02:30:00,A,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,,,NOT FINAL,לא סופי
LY,2524,EL AL ISRAEL AIRLINES,2024-11-13T02:45:00,2024-11-13T02:45:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
AM,7850,AERO MEXICO,2024-11-13T02:55:00,2024-11-13T02:55:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
KL,2474,K.L.M.,2024-11-13T02:55:00,2024-11-13T02:55:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
LY,336,EL AL ISRAEL AIRLINES,2024-11-13T02:55:00,2024-11-13T02:55:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
SK,3152,SAS,2024-11-13T02:55:00,2024-11-13T02:55:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
AF,7072,AIR FRANCE,2024-11-13T03:55:00,2024-11-13T03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
AM,7854,AERO MEXICO,2024-11-13T03:55:00,2024-11-13T03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
LY,326,EL AL ISRAEL AIRLINES,2024-11-13T03:55:00,2024-11-13T03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
SK,3158,SAS,2024-11-13T03:55:00,2024-11-13T03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
IZ,282,ARKIA  ISRAELI  AIRLINES,2024-11-13T04:00:00,2024-11-13T04:00:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
IZ,336,ARKIA  ISRAELI  AIRLINES,2024-11-13T04:35:00,2024-11-13T04:35:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
AM,7876,AERO MEXICO,2024-11-13T04:45:00,2024-11-13T04:45:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
LY,318,EL AL ISRAEL AIRLINES,2024-11-13T04:45:00,2024-11-13T04:45:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
SK,3174,SAS,2024-11-13T04:45:00,2024-11-13T04:45:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
VS,7496,VIRGIN ATLANTIC AIRWAYS,2024-11-13T04:45:00,2024-11-13T04:45:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
IZ,338,ARKIA  ISRAELI  AIRLINES,2024-11-13T05:00:00,2024-11-13T05:00:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
LY,5163,EL AL ISRAEL AIRLINES,2024-11-13T05:30:00,2024-11-13T05:30:00,D,OPO,PORTO,פורטו,PORTO,פורטוגל,PORTUGAL,3,,,ON TIME,בזמן
TP,8922,AIR PORTUGAL,2024-11-13T05:30:00,2024-11-13T05:30:00,D,OPO,PORTO,פורטו,PORTO,פורטוגל,PORTUGAL,3,,,ON TIME,בזמן
AF,7067,AIR FRANCE,2024-11-13T05:50:00,2024-11-13T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
AM,7867,AERO MEXICO,2024-11-13T05:50:00,2024-11-13T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
LY,319,EL AL ISRAEL AIRLINES,2024-11-13T05:50:00,2024-11-13T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
SK,3161,SAS,2024-11-13T05:50:00,2024-11-13T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
AM,7864,AERO MEXICO,2024-11-13T06:00:00,2024-11-13T06:00:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,ON TIME,בזמן
DL,7454,DELTA AIRLINES,2024-11-13T06:00:00,2024-11-13T06:00:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,ON TIME,בזמן
IZ,291,ARKIA  ISRAELI  AIRLINES,2024-11-13T06:00:00,2024-11-13T06:00:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,ON TIME,בזמן
IZ,423,ARKIA  ISRAELI  AIRLINES,2024-11-13T06:00:00,2024-11-13T06:00:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,ON TIME,בזמן
KL,2473,K.L.M.,2024-11-13T06:00:00,2024-11-13T06:00:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,ON TIME,בזמן
LY,2371,EL AL ISRAEL AIRLINES,2024-11-13T06:00:00,2024-11-13T06:00:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,ON TIME,בזמן
LY,337,EL AL ISRAEL AIRLINES,2024-11-13T06:00:00,2024-11-13T06:00:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,ON TIME,בזמן
LY,357,EL AL ISRAEL AIRLINES,2024-11-13T06:00:00,2024-11-13T06:00:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,ON TIME,בזמן
LY,971,EL AL ISRAEL AIRLINES,2024-11-13T06:00:00,2024-11-13T06:00:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
SK,3155,SAS,2024-11-13T06:00:00,2024-11-13T06:00:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,ON TIME,בזמן
SK,3157,SAS,2024-11-13T06:00:00,2024-11-13T06:00:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,ON TIME,בזמן
SK,3165,SAS,2024-11-13T06:00:00,2024-11-13T06:00:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,ON TIME,בזמן
ET,404,ETHIOPIAN AIRLINES,2024-11-13T06:05:00,2024-11-13T06:05:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,NOT FINAL,לא סופי
LY,8804,EL AL ISRAEL AIRLINES,2024-11-13T06:05:00,2024-11-13T06:05:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,NOT FINAL,לא סופי
AR,7877,AEROLINEAS ARGENTINAS S.A.,2024-11-13T06:10:00,2024-11-13T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
IZ,213,ARKIA  ISRAELI  AIRLINES,2024-11-13T06:10:00,2024-11-13T06:10:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
LY,082,EL AL ISRAEL AIRLINES,2024-11-13T06:10:00,2024-11-13T06:10:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
LY,385,EL AL ISRAEL AIRLINES,2024-11-13T06:10:00,2024-11-13T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
QF,5021,QANTAS AIRWAYS,2024-11-13T06:10:00,2024-11-13T06:10:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
SK,3167,SAS,2024-11-13T06:10:00,2024-11-13T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
TG,4583,THAI AIRWAYS,2024-11-13T06:10:00,2024-11-13T06:10:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
TP,8898,AIR PORTUGAL,2024-11-13T06:10:00,2024-11-13T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
VN,3299,VIETNAM AIRLINES,2024-11-13T06:10:00,2024-11-13T06:10:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
AM,7879,AERO MEXICO,2024-11-13T06:15:00,2024-11-13T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,ON TIME,בזמן
